Category_type,SKU,UPC,Product_Name,Collection,wholesale_price,Retail,Number_of_Cartons,Packing_Carton_Depth,Packing_Carton_Width,Packing_Carton_Height,Product_Shipping_Weight,Packing_Carton_Depth_2,Packing_Carton_Width_2,Packing_Carton_Height_2,Product_Shipping_Weight_2,Actual_Product_Length,Actual_Product_Width,Actual_Product_Height,Product_Weight,Product_Description,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Materials,Care_Instructions,Color,Warranty,Assembly_required,Cubic_Feet,Product_Shipping_Method,Drawer_Length,Drawer_Width,Drawer_height,Shelf_Length,Shelf_Width,Inches_in_between_shelf,Drawerheight
Bathroom Furnitures,7046,674278007049,Madison Wall Cabinet with 2 Doors,Madison, 47.00 ,108.99,1,12,26,7,20,,,,,7,20,24,18.5,The Madison Wall Cabinet  has an elegant crown molded top with two doors that offers storage with style for your bathroom.  It is also very functional with one adjustable interior shelf.  It features chrome finished knobs for easy opening. This cabinet comes with assembly hardware.,White finished cabinet with chrome finished door knobs,"Inner shelf is adjustable, easy storage for tall objects",Tempered glass enhances the safety,Surface mount; hardware included,Door magnet and hinges are pre-hung,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,,MDF/Tempered Glass,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,7053,674278007056,Madison Floor Cabinet with 1 Door and 1 Drawer,Madison, 66.50 ,146.99,1,16,37,5,30,,,,,13,15,32,28.5,The Madison Floor Cabinet with One Door and One Drawer  has an elegant crown molded top with one door and one drawer that offers storage with style for your bathroom.  It is also very functional with one adjustable interior shelf.  Arched decorative skirt on bottom front and sides offers architectural elegance.  It features chrome finished knobs for easy opening. The metal glider drawer allows for easy open and close operation. This cabinet comes with assembly hardware.,White finished cabinet with chrome finished door knobs,"Inner shelf is adjustable, easy storage for tall objects",Tempered glass enhances the safety,Hardware included,Door magnet and hinges are pre-hung,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,,MDF/Tempered Glass,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,7060,674278007063,Madison Double Floor Cabinet,Madison, 91.00 ,146.99,1,17,35,9,43,,,,,13,26,32,41.5,The Madison Double Floor Cabinet  has an elegant crown molded top with two doors  that offers storage with style for your bathroom.  It is also very functional with two adjustable interior shelves.  Arched decorative skirt on bottom front and sides offers architectural elegance.  It also features chrome finished knobs for easy opening .This cabinet comes with assembly hardware.,White finished cabinet with chrome finished door knobs,"Inner shelves are adjustable, easy storage for tall objects",Tempered glass enhances the safety,Hardware included,Door magnet and hinges are pre-hung,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,,MDF/Tempered Glass,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,7077,674278007070,Madison Corner Floor Cabinet,Madison, 74.00 ,174.99,1,19,34,6,34,,,,,17,24.75,32,32.5,The Madison Corner Floor Cabinet  has an elegant crown molded top with one door that offers storage with style for your bathroom.  It is also very functional with one interior fixed shelf.  Arched decorative skirt on bottom front and sides offers architectural elegance.  It also features chrome finished knobs for easy opening .This cabinet comes with assembly hardware.,White finished cabinet with chrome finished door knobs,Inner shelf is fixed,Tempered glass enhances the safety,Hardware included,Door magnet and hinges are pre-hung,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,,MDF/Tempered Glass,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,7084,674278007087,Madison Corner Wall Cabinet,Madison, 57.00 ,131.99,1,18,25,6,26,,,,,15,22.5,24,24.5,The Madison Corner Wall Cabinet  has an elegant crown molded top with one door  that offers storage with style for your bathroom.  It is also very functional with one interior fixed shelf.  It also features chrome finished knobs for easy opening.  This cabinet comes with assembly hardware.,White finished cabinet with chrome finished door knobs,Inner shelf is fixed,Tempered glass enhances the safety,Surface mount; hardware included,Door magnet and hinges are pre-hung,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,,MDF/Tempered Glass,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,7091,674278007094,Madison Linen Tower,Madison, 78.50 ,131.99,1,16,61,6,31,,,,,13,15,63,29.5,The Madison Linen Tower  has an elegant crown molded top with five fixed shelves that offer storage with style for your bathroom.  Open design offers easy access to stored items .This cabinet comes with assembly hardware.,White finish frame,Inner shelves are fixed,MDF shelf construction provides durability,Hardware included,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,,,MDF,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,7305,674278007308,Delaney Wall Cabinet with 2 Doors,Delaney, 55.00 ,118.99,1,12,26,9,26,,,,,8.5,20.5,24,24.5,"The Delaney Wall Cabinet with Two Doors in a dark espresso finish  features an elegant crown molded top with two doors offering storage with style for your bathroom.  It is also very functional with two adjustable shelves.  The tempered glass-paneled doors decorated with cathedral style wire, provides a looming view into the cabinet.  It also features metal knobs for easy opening. This cabinet comes with assembly hardware.",Tempered glass enhances the safety. MDF shelf construction provides durability. Cathedral metal accents offer a  high-end classic look,"Brushed door hinges, handles and metal cathedral decor","Artistic metal design, crown molding, and adjustable shelves provide elegant bathroom storage","Inner shelves are adjustable, easy storage for tall objects",Surface mount; hardware included,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,,MDF/Tempered Glass,Wipe clean using soft cloth with warm water.,Dark Espresso,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,7442,674278007445,Neal Medicine Cabinet,Neal, 49.00 ,101.99,1,21,26,7,31,,,,,6.5,20,24.13,29.5,The Neal Medicine Cabinet  offers sleek lines for a modern look.   This sturdy medicine cabinet features a mirrored door accented with grid-work design and beveled molding. This unit offers plenty of storage space with three open compartments and one interior adjustable shelf making it easy to store items of different heights. Crystal clear door knobs showcase the modern design. This cabinet comes with assembly hardware.,White finish frame complimented by clear acrylic door knobs,Adjustable interior shelf for organizational options,Door magnet and hinges are pre-hung,Surface mount; hardware included,Tempered glass enhances the safety,Hardware included for surface mounting,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,MDF/Tempered Glass,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,7466,674278007469,Neal Double Door Floor Cabinet,Neal, 94.00 ,199.99,1,16,34,12,47,,,,,12,26.5,34,45.5,The Neal Double Floor Cabinet  offers sleek lines for a modern look.   This cabinet features two glass doors accented with grid-work design and beveled molding. This unit offers plenty of storage space with one open shelf and one interior adjustable shelf making it easy to store items of different heights.  Crystal clear door knobs showcase the modern design. This cabinet comes with assembly hardware.,White finish frame complimented by clear acrylic door knob,Adjustable interior shelf for organizational options,Door magnet and hinges are pre-hung,MDF construction offers durability,Tempered glass enhances the safety,Hardware included,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,MDF/Tempered Glass,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,7473,674278007476,Neal Wall Cabinet with 2 Doors and 1 Shelf,Neal, 58.00 ,123.99,1,23,27,7,25,,,,,7,22,24,23.5,The Neal Wall Cabinet with Two Doors and One Shelf  offers sleek lines for a modern look.   This wall cabinet features two glass doors accented with grid-work design and beveled molding. This unit offers plenty of storage space with one open shelf and one interior adjustable shelf making it easy to store items of different heights.  Crystal clear door knobs showcase the modern design.  This cabinet comes with assembly hardware.,White finish frame complimented by clear acrylic door knobs,Adjustable interior shelf,Door magnet and hinges are pre-hung,MDF construction offers durability,Tempered glass enhances the safety,Surface mount; hardware included,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,MDF/Tempered Glass,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,7633,674278007636,Madison Double Floor Cabinet,Madison, 91.00 ,146.99,1,16,34,9,41,,,,,13,26,32,39.5,The Madison Double Floor Cabinet  features an inviting rich espresso finish and has an elegant crown molded top with two doors  and offers storage with style for your bathroom.  It is also very functional with two adjustable interior shelves.  Arched decorative skirt on bottom front and sides offers architectural elegance.  The cabinet features chrome finished knobs for easy opening .This cabinet comes with assembly hardware.,Dark espresso finished frame complimented by chrome finished door knobs,Inner shelves are adjustable for easy storage of tall objects,Tempered glass enhances the safety,Hardware included,Door magnet and hinges are pre-hung,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,,MDF/Tempered Glass,Wipe clean using soft cloth with warm water.,Dark Espresso,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,7695,674278007698,Catalina Wall Cabinet,Catalina, 41.00 ,95.99,1,13,25,8,24,,,,,8,20,22.5,22.5,"The Catalina Wall Cabinet  combines minimalist design with a rich, inviting espresso finish.  It has two doors opening and up to two adjustable shelves for all your storage needs. Wooden door handles add a warm touch.",MDF construction with wood veneer provides durability. Framed doors with grooved pattern and  wooden door knobs offer a  traditional look,Brushed door hinges,"Wood veneer, framed doors, crown molding, and adjustable shelves provide elegant bathroom storage","Inner shelves are adjustable, easy storage for tall objects",Surface mount; hardware included,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,,MDF/Wood Veneer,Wipe clean using soft cloth with warm water.,Dark Espresso,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,7718,674278007711,"Catalina Floor Cabinet with One Door, One Drawer and Three Shelves",Catalina, 83.00 ,172.99,1,16,34,9,55,,,,,26,12.5,34.25,53.5,The Catalina Floor Storage Cabinet in a espresso finish  featuring crown molding on the top combines a traditional style and storage for any bathroom.  Its design offers plenty of storage with one door and one drawer with three open shelves making it easy to store items of different heights. The metal glider drawer allows for easy open and close operation. This sturdy cabinet comes with assembly hardware.,MDF construction with wood veneer provides durability. Framed doors with grooved pattern and  wooden door knobs offer a  traditional look,Brushed door hinges,"Framed doors, crown molding, and adjustable shelf provide elegant bathroom storage","Inner shelf is adjustable, easy storage for tall objects","Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",Metals drawer gliders make open/close easy,Hardware included,,,MDF/Wood Veneer,Wipe clean using soft cloth with warm water.,Dark Espresso,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,7930,674278007933,Delaney Wall Cabinet with 2 Doors,Delaney, 54.00 ,118.99,1,12,26,9,26,,,,,8.5,20.5,24,24.5,"The Delaney Wall Cabinet in a white finish  features an elegant crown molded top with two doors offering storage with style for your bathroom.  It is also very functional with two adjustable shelves.  The tempered glass-paneled doors decorated with cathedral style wire, provides a looming view into the cabinet.  It also features metal knobs for easy opening. This cabinet comes with assembly hardware.",Tempered glass enhances the safety. MDF shelf construction provides durability. Cathedral metal accents offer a  high-end classic look,"Brushed door hinges, handles and metal cathedral decor","Artistic metal design, crown molding, and adjustable shelves provide elegant bathroom storage","Inner shelves are adjustable, easy storage for tall objects",Surface mount; hardware included,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,,MDF/Tempered Glass,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,7954,674278007957,Delaney Floor Storage Cabinet with 2 Doors,Delaney, 87.00 ,191.99,1,15,37,10,48,,,,,12.5,26,34.25,46.5,"The Delaney Double Door Floor Cabinet in a white finish  offers storage with style for the bathroom.  Featuring an elegant crown molded top and adjustable shelf  helps make it easy to store items of different sizes. The tempered glass-paneled doors decorated with cathedral style wire, provides a looming view into the cabinet.  The cabinet features metal knobs for easy opening. This sturdy cabinet comes with assembly hardware.",Tempered glass enhances the safety. MDF shelf construction provides durability. Cathedral metal accents offer a  high-end classic look,"Brushed door hinges, handles and metal cathedral decor","Artistic metal design, crown molding, and adjustable shelves provide elegant bathroom storage","Inner shelves are adjustable, easy storage for tall objects.",Hardware included,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",A security nylon tape with wall anchor & screw are included to use to prevent tip over,,,MDF/Tempered Glass,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,7961,674278007964,Delaney Linen Cabinet with 1 Door and 1 Bottom Drawer,Delaney, 95.00 ,191.99,1,16,42,9,60,,,,,13.5,17,48.5,58.5,The Delaney Linen Tower Storage Cabinet in a white finish  features an elegant crown molded top with one door and one drawer offering storage with style for your bathroom.  It also offers adjustable shelves making it easy to store items of different sizes. The metal glider drawer allows for easy open and close operation. The tempered glass-paneled doors decorated with Cathedral style wire providing a looming view into the cabinet.  It features metal handles for easy opening. This sturdy cabinet comes with assembly hardware.,Tempered glass enhances the safety. MDF shelf construction provides durability. Cathedral metal accents offer a  high-end classic look,"Brushed door hinges, handles and metal cathedral decor","Artistic metal design, crown molding, and adjustable shelves provide elegant bathroom storage","Inner shelves are adjustable, easy storage for tall objects. Metal drawer gliders provide ease of open/close operation",Hardware included,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",A security nylon tape with wall anchor & screw are included to use to prevent tip over,,,MDF/Tempered Glass,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,7978,674278007971,Delaney Linen Cabinet with 1 Drawer and 3 Open Shelves,Delaney, 95.00 ,202.99,1,17,37,12,60,,,,,13.5,17,65,58.5,"The Delaney Linen Tower Storage Cabinet in a white finish  features an elegant crown molded top combines a traditional style and storage for any bathroom.  Its design offers plenty of storage with one door and one drawer with adjustable shelves and two open shelves making it easy to store items of different heights. The metal glider drawer allows for easy open and close operation. The tempered glass-paneled doors decorated with cathedral style wire provide a looming view into the cabinet,  and features a metal handle for easy opening. This sturdy cabinet comes with assembly hardware.",Tempered glass enhances the safety. MDF shelf construction provides durability. Cathedral metal accents offer a  high-end classic look,"Brushed door hinges, handles and metal cathedral decor","Artistic metal design, crown molding, and adjustable shelves provide elegant bathroom storage","Inner shelves are adjustable, easy storage for tall objects. Metal drawer gliders provide ease of open/close operation",Hardware included,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",A security nylon tape with wall anchor & screw are included to use to prevent tip over,,,MDF/Tempered Glass,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-501,674278005014,Martha Wall Cabinet 2 Doors,Martha, 48.00 ,95.99,1,13,27,8,23,,,,,8,22.25,25,21.5,The Martha Wall Cabinet  features a beautiful mahogany wood veneer in a salvage wood finish. The classic arch design enhances the classic look of this piece. It provides ample space with one fixed and one adjustable shelf to store various daily necessities.,MDF construction offers durability,Antique finished door knob enhance the classic look,One fixed open shelf and one adjustable interior shelf,Surface mount; hardware included,"Inside dimensions: 19.75""W x 6.325""D x 16.5""H","Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,,MDF/Wood Veneer,Wipe clean using soft cloth with warm water.,Mahogany,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-527,674278005274,Windsor Wall Cabinet with 2 Doors and 1 Shelf,Windsor, 61.00 ,131.99,1,21,26,6,22,,,,,7,22,24,20.5,The Windsor Wall Cabinet  offers sleek lines for a modern look.   This cabinet features two glass doors centered with silver mosaic glass accented with grid-work design and beveled molding. This unit offers plenty of storage space with one open shelf and one interior adjustable shelf making it easy to store items of different heights.  Chrome finish door knobs showcase the modern design.  This cabinet comes with assembly hardware.,MDF construction offers durability,Chrome finish door knobs enhances the modern look,One open shelf and one adjustable interior shelf,Surface mount; hardware included,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,,,MDF/Glass,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-529,674278005298,Windsor Double Door Floor Cabinet,Windsor, 104.00 ,202.99,1,14,33,10,40,,,,,12,26.5,34,38.5,The Windsor Double Floor Cabinet  offers sleek lines for a modern look.   This cabinet features two glass doors centered with silver mosaic glass accented with grid-work design and beveled molding. This unit offers plenty of storage space with one open shelf and one interior adjustable shelf making it easy to store items of different heights.  Chrome finish door knobs showcase the modern design. This cabinet comes with assembly hardware.,MDF construction offers durability,Chrome finish door knobs enhances modern look,One fixed open shelf and one adjustable interior shelf,Hardware included. Tools not provided.,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,,,MDF/Glass,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-532,674278005328,Windsor Wall Cabinet with 2 Doors and 1 Shelf,Windsor, 61.00 ,131.99,1,21,26,6,22,,,,,7,22,24,20.5,The Windsor Wall Cabinet  offers sleek lines for a modern look.   This cabinet features two glass doors centered with amber mosaic glass accented with grid-work design and beveled molding. This unit offers plenty of storage space with one open shelf and one interior adjustable shelf making it easy to store items of different heights.  Rubbed bronze door knobs showcase the modern design.  This cabinet comes with assembly hardware.,MDF construction offers durability,Rubbed bronze door knob adds a touch of warmth,One fixed open shelf and one adjustable interior shelf,Surface mount; hardware included,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,,,MDF/Glass,Wipe clean using soft cloth with warm water.,Dark Espresso,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-534,674278005342,Windsor Double Door Floor Cabinet,Windsor, 104.00 ,202.99,1,14,33,10,40,,,,,12,26.5,34,38.5,The Windsor Double Floor Cabinet  offers sleek lines for a modern look.   This cabinet features two glass doors centered with amber mosaic glass accented with grid-work design and beveled molding. This unit offers plenty of storage space with one open shelf and one interior adjustable shelf making it easy to store items of different heights.  Rubbed bronze door knobs showcase the modern design. This cabinet comes with assembly hardware.,MDF construction offers durability,Rubbed bronze door knobs adds a touch of warmth,One fixed open shelf and one adjustable interior shelf,Hardware included. Tools not provided.,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,,,MDF/Glass,Wipe clean using soft cloth with warm water.,Dark Espresso,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-540,674278005403,Avery Wall Cabinet with 2 Doors -Wood veneer with Oil Oak finish,Avery, 59.00 ,110.99,1,12,26,10,26,,,,,8.5,20.5,24,24.5,The Avery Wall Cabinet with Two Doors  features an oil oak finish with an elegant crown molded top offering storage with style for your bathroom.  It is also very functional with two adjustable shelves.  The tempered glass-paneled doors provides a clear view into the cabinet.  It also features metal knobs for easy opening. This cabinet comes with assembly hardware.,Constructed of MDF shelf construction provides durability. Tempered glass enhances the safety.,Antique brass finish door hinges and handles gives the piece a classic look,Two adjustable inner shelves for easy storage for tall objects,Surface mount; hardware included,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,,,MDF/Wood Veneer/ Tempered Glass,Wipe clean using soft cloth with warm water.,Oil Oak,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-542,674278005427,Avery Floor Cabinet with 2 Doors - Wood veneer with Oil Oak finish,Avery, 92.00 ,179.99,1,15,37,10,48,,,,,12.5,26,34,46.5,The Avery Double Door Floor Cabinet  features an oil oak finish that offers storage with style for the bathroom. Its elegant crown molded top and adjustable shelves helps make it easy to store items of different sizes. The tempered glass-paneled doors provides a clear view into the cabinet.  The cabinet features metal knobs for easy opening. This sturdy cabinet comes with assembly hardware.,Constructed of MDF shelf construction provides durability. Tempered glass enhances the safety.,Antique brass finish door hinges and handles gives the piece a classic look,Two adjustable inner shelves for easy storage for tall objects,Hardware included. Tools not provided.,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",A security nylon tape with wall anchor and screw are included to use to prevent tip over,,,,MDF/Wood Veneer/ Tempered Glass,Wipe clean using soft cloth with warm water.,Oil Oak,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-543,674278005434,Avery Linen Cabinet with 1 Door and 1 Bottom Drawer - Wood veneer with Oil Oak finish,Avery Linen, 94.00 ,179.99,1,16,42,9,60,,,,,13.5,17,48.5,58.5,The Avery Linen Tower Cabinet with One Door and 1 Drawer  features an oil oak finish with an elegant crown molded top offering storage with style for your bathroom.  It also offers adjustable shelves making it easy to store items of different sizes. The metal glider drawer allows for easy open and close operation. The tempered glass-paneled doors  provides a clear view into the cabinet.  It features metal handles for easy opening. This sturdy cabinet comes with assembly hardware.,Constructed of MDF shelf construction provides durability. Tempered glass enhances the safety.,Antique brass finish door hinges and handles gives the piece a classic look,Three adjustable inner shelves for easy storage for tall objects.  Metal drawer gliders provide ease of open/close operation.,Hardware included. Tools not provided.,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",A security nylon tape with wall anchor and screw are included to use to prevent tip over,,,,MDF/Wood Veneer/ Tempered Glass,Wipe clean using soft cloth with warm water.,Oil Oak,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-544,674278005441,Avery Linen Cabinet with 1 Drawer and 3 open shelves - Wood veneer with Oil Oak finish,Avery Linen, 104.00 ,190.99,1,17,37,12,60,,,,,13.5,17,65,58.5,"The Avery Linen Tower Storage Cabinet with One Drawer and Three Open Shelves  features an oil oak finish.  Crown molding on the top combines a traditional style for any bathroom.  Its design offers plenty of storage with one door with adjustable shelves, one drawer, and two open shelves making it easy to store items of different heights. The metal glider drawer allows for easy open and close operation. The tempered glass-paneled doors provides a clear view into the cabinet,  and features a metal handle for easy opening. This sturdy cabinet comes with assembly hardware.",Constructed of MDF shelf construction provides durability. Tempered glass enhances the safety.,Antique brass finish door hinges and handles gives the piece a classic look,Two fixed open shelves and one adjustable inner shelf. Metal drawer gliders provide ease of open/close operation,Hardware included. Tools not provided.,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",A security nylon tape with wall anchor and screw are included to use to prevent tip over,,,,MDF/Wood Veneer/ Tempered Glass,Wipe clean using soft cloth with warm water.,Oil Oak,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-547,674278005472,"Tiffany Stool, Dark Espresso/Beige Microfiber Seat",Tiffany, 53.00 ,106.99,1,25,18,9,16,,,,,15,21,19,14.5,"The Tiffany Stool  brings you all the comfort and decoration in every corner of your home.  Featuring exquisite engraving on top of fluted legs, simple and smooth line designed apron, and padded 3-3/8"" seat upholstered in durable microfiber.  Solid wood legs provides long lasting durability.",Dimensions: 15 in. L x 21 in. W x 19 in. H,Easy assembly,Hardware included. Tools not provided.,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",Solid wood legs offer durability,"Soft microfiber seat with 3-3/8"" foam",,,,Solid Wood/Microfiber,Spot clean with damp cloth,Dark Espresso/Beige Microfiber Seat,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-549,674278005496,Versailles Wall Cabinet with 2 Doors,Versailles, 52.00 ,95.99,1,22,26,6,25,,,,,8,22,24,23.5,The Versailles Wall Cabinet with Two Doors  features a white finish and a vintage look that complements any bathroom. The cabinet design offers ample storage. The cabinet features two interior adjustable shelves that is ideal for storing items of different sizes.  The exquisite engraving on the door panels add an elegant touch. This cabinet comes with assembly hardware.,Constructed of MDF for lasting durability,Metal knobs for ease of opening doors,Two adjustable inner shelves for easy storage of tall objects,Crafted engraving adds a touch of elegance,Door magnet and hinges are pre-hung,Hardware included. Tools not provided.,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style","Inside depth: 6""",,MDF,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-550,674278005502,Versailles Floor Cabinet with 2 Doors,Versailles, 92.00 ,173.99,1,16,35,9,42,,,,,13.75,27,34,40.5,The Versailles Double Door Floor Cabinet  in white finish offers storage with style for the bathroom. Its elegant crown molding top and two adjustable shelves helps make it easy to store items of different sizes. The exquisite engraving on the door panels provides an elegant look but with all the privacy.  The cabinet features metal knobs for easy opening. This sturdy cabinet comes with assembly hardware.,Constructed of MDF for lasting durability,Metal knobs for ease of opening doors,Two adjustable inner shelves for easy storage of tall objects,Crafted engraving adds a touch of elegance,Door magnet and hinges are pre-hung,Hardware included. Tools not provided.,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,MDF,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-556,674278005564,Neal Medicine Cabinet,Neal, 51.00 ,95.99,1,21,26,7,31,,,,,6.5,20,24.13,29.5,The Neal Medicine Cabinet  offers sleek lines for a modern look.   This sturdy medicine cabinet features a mirrored door accented with grid-work design and beveled molding. This unit offers plenty of storage space with three open compartments and one interior adjustable shelf making it easy to store items of different heights. Satin nickel door knobs showcase the modern design. This cabinet comes with assembly hardware.,Dark espresso frame complimented by satin nickel door knob,Adjustable interior shelf for organizational options,Door magnet and hinges are pre-hung,MDF construction offers durability,Tempered glass enhances the safety,Surface mount; hardware included,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,MDF/Tempered Glass,Wipe clean using soft cloth with warm water.,Dark Espresso,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-557,674278005571,Neal Wall Cabinet with 2 Doors and 1 Shelf,Neal, 55.00 ,116.99,1,18,25,7,25,,,,,7,22,24,23.5,The Neal Wall Cabinet with Two Doors and One Shelf  offers sleek lines for a modern look.   This wall cabinet features two glass doors accented with grid-work design and beveled molding. This unit offers plenty of storage space with one open shelf and one interior adjustable shelf making it easy to store items of different heights.  Satin nickel door knobs showcase the modern design.  This cabinet comes with assembly hardware.,Dark espresso frame complimented by satin nickel door knobs,Adjustable interior shelf for organizational options,Door magnet and hinges are pre-hung,MDF construction offers durability,Tempered glass enhances the safety,Surface mount; hardware included,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",,,MDF/Tempered Glass,Wipe clean using soft cloth with warm water.,Dark Espresso,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
