Category_type,SKU,UPC,Product_Name,Collection,wholesale_price,Retail,Number_of_Cartons,Packing_Carton_Depth,Packing_Carton_Width,Packing_Carton_Height,Product_Shipping_Weight,Packing_Carton_Depth_2,Packing_Carton_Width_2,Packing_Carton_Height_2,Product_Shipping_Weight_2,Actual_Product_Length,Actual_Product_Width,Actual_Product_Height,Product_Weight,Product_Description,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Materials,Care_Instructions,Color,Warranty,Assembly_required,Cubic_Feet,Product_Shipping_Method,Drawer_Length,Drawer_Width,Drawer_height,Shelf_Length,Shelf_Width,Inches_in_between_shelf,Drawerheight
Bathroom Furnitures,ELG-641,674278001641,"32""H Glancy Double Door Floor Cabinet with two Shutter Doors",Glancy, 87.00 ,179.99,1,15.75,34.25,9.5,38,,,,,26,13,32,34,The Glancy Double Door Floor Cabinet  in cool grey has an elegant crown molded top and shaker legs.  This piece has two decorative louvered doors  that offer ample storage.   The decorative louvered door  keeps your toiletries hidden and add style to your bathroom. The shaker legs and arched decorative skirt on bottom front and sides offer architectural elegance. It is also very functional with two adjustable interior shelves.  The floor cabinet features chrome finished knobs for easy opening. This cabinet comes with assembly hardware.,Constructed of Engineered wood  for lasting durability,Double plated oval shape door knobs in Satin Nickle finish,Hardware included. Tools not provided.,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",Door magnet and hinges are pre-hung,"two adjustable shelves, 10 pounds capacility per shelf with properly installed anchors",,,,Engineered wood,Wipe clean using soft cloth with warm water.,Grey,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,JMH-65657,848687043374,Louis Two Door Wall Cabinet with Two Shutter Style Doors,Louis, 49.00 ,119.99,1,27,12,8,27,,,,,22.5,8,24,20.9,The Louis Two Door Wall Cabinet is the beautiful solution to clutter. Classic shutter style doors will keep all your things hidden out of sight. ,Double plated round shape door knobs in Chrome finish,Some assembly required. Hardware included. Tools not included. ,"Clear, diagramed assembly instructions included. ",Door magnet and hinges are pre-hung,One adjustable shelf,Arched detailing on the doors. ,Shelf can hold up to 10 lbs.,,,Engineer Wood,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,JMH-65658,848687043381,Louis Floor Cabinet with Shutter Style Door and Drawer,Louis, 70.00 ,170.99,1,37,17,8,39,,,,,15,12,34.25,33,"The Louis Floor Cabinet is a perfect solution to bathroom clutter.  Features one door and one drawer to put away towels, linens, and small toiletries.  Shutter style doors add a classic twist. ",Double plated round shape door knobs in Chrome finish,Some assembly required. Hardware included. Tools not included. ,"Clear, diagramed assembly instructions included. ",Door magnet and hinges are pre-hung,One adjustable interior shelf.,Arched detailing on the door. ,Anti fallout strap included,Shelf can hold up to 10 lbs. Drawer can hold up to 10lbs.,,Engineer Wood,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,JMH-65659,848687043398,Louis Floor Cabinet with Shutter Style Door and Open Shelving,Louis, 64.00 ,155.99,1,35,17,7,40,,,,,15.5,13,32.25,34.1,"The Louis Floor Cabinet is a perfect solution to bathroom clutter.  Features one door and one shelf to put away towels, linens, and small toiletries.  Shutter style doors add a classic twist. ",Double plated round shape door knobs in Chrome finish,Some assembly required. Hardware included. Tools not included. ,"Clear, diagramed assembly instructions included. ",Door magnet and hinges are pre-hung,One adjustable interior shelf.,Arched detailing on the door. ,Anti fallout strap included,Shelf can hold up to 10 lbs. Cubbies can hold up to 15lbs.,,Engineer Wood,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,JMH-65670,848687043404,Louis Floor Cabinet with Two Shutter Style Doors.,Louis, 82.00 ,199.99,1,35,17,9,42,,,,,26.5,13,32.25,37.4,"The Louis Floor Cabinet is a perfect solution to bathroom clutter.  Features two doors with magnet closure to put away towels, linens, and small toiletries.  Shutter style doors add a classic twist. ",Double plated round shape door knobs in Chrome finish,Some assembly required. Hardware included. Tools not included. ,"Clear, diagramed assembly instructions included. ",Door magnet and hinges are pre-hung,One adjustable interior shelf.,Arched detailing on the doors. ,Anti fallout strap included,Shelf can hold up to 10 lbs. Cubbies can hold up to 15lbs.,,Engineer Wood,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,JMH-65671,848687043411,Louis Floor Cabinet with Shutter Style Door. ,Louis, 55.00 ,133.99,1,33,17,6,29,,,,,13.5,13,30.75,25.3,"The Louis Floor Cabinet is a perfect solution to bathroom clutter.  Features one large door with magnet closure to put away towels, linens, and small toiletries.  Shutter style door add a classic twist. ",Double plated round shape door knobs in Chrome finish,Some assembly required. Hardware included. Tools not included. ,"Clear, diagramed assembly instructions included. ",Door magnet and hinges are pre-hung,Two adjustable shelves,Arched detailing on the door. ,Anti fallout strap included,Shelf can hold up to 10 lbs.,,Engineer Wood,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,JMH-65672,848687043428,Louis Space Saver with Two Shutter Style Doors and Open Shelf. ,Louis, 87.00 ,212.99,1,38,18,8,60,,,,,25,8,64,53.9,"The Louis Space Saver Cabinet is a perfect solution to a lack of storage space in your bathroom.   Features two large doors with magnet closure and an open shelf to put away towels, linens, and small toiletries.  Shutter style doors add a classic twist. ",Double plated round shape door knobs in Chrome finish,Some assembly required. Hardware included. Tools not included. ,"Clear, diagramed assembly instructions included. ",Door magnet and hinges are pre-hung,One adjustable interior shelf.,Arched detailing on the doors. ,Anti fallout strap included,Shelf can hold up to 10 lbs. Cubbies can hold up to 15lbs.,,Engineer Wood,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,JMH-65673,848687043435,Broadway Two Door Wall Cabinet with Two Contemporary Style Doors,Broadway, 57.50 ,140.99,1,26,13,9,28,,,,,22.25,8,24,22,"This Broadway Wall Cabinet is a great solution to bathroom clutter.  Featuring two doors with magnet closure and storage cubbies at the bottom for clean, simple and useful storage. Display items on the bottom cubbies while keeping other items stored behind the two doors. Adjustable shelf included.",Double plated round shape door knobs in Chrome finish,Some assembly required. Hardware included. Tools not included. ,"Clear, diagramed assembly instructions included. ",Door magnet and hinges are pre-hung,One adjustable interior shelf.,"Recessed doors, curved crown top.",Shelf can hold up to 10 lbs. Cubbies can hold up to 5lbs.,,,Engineer Wood,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,JMH-65674,848687043442,Broadway Two Door Wall Cabinet with Two Contemporary Style Doors,Broadway, 57.00 ,138.99,1,26,13,9,27,,,,,22.25,8,24,23.1,"This Broadway Wall Cabinet is a great solution to bathroom clutter.  Featuring two doors with magnet closure for clean, simple and useful storage. Adjustable shelf included.",Double plated round shape door knobs in Chrome finish,Some assembly required. Hardware included. Tools not included. ,"Clear, diagramed assembly instructions included. ",Door magnet and hinges are pre-hung,Two adjustable shelves,"Recessed doors, curved crown top.",Shelf can hold up to 10 lbs.,,,Engineer Wood,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,JMH-65675,848687043459,Broadway Floor Cabinet with Contemporary Door,Broadway, 76.00 ,185.99,1,35,18,8,33,,,,,18,14,34,28.6,"This Broadway Floor Cabinet is a great solution to bathroom clutter.  Featuring a contemporary door with magnet closure for clean, simple and useful storage. Two adjustable shelves included.",Double plated round shape door knobs in Chrome finish,Some assembly required. Hardware included. Tools not included. ,"Clear, diagramed assembly instructions included. ",Door magnet and hinges are pre-hung,Two adjustable shelves,"Recessed door, curved crown top.",Anti fallout strap included,Shelf can hold up to 10 lbs.,,Engineer Wood,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,JMH-65676,848687043466,Broadway Floor Cabinet with Two Contemporary Doors and ,Broadway, 89.00 ,217.99,1,35,16,10,41,,,,,26,13,34.25,36.3,"This Broadway Floor Cabinet is a great solution to bathroom clutter.  Featuring two contemporary styled doors with magnet closure for clean, simple and useful storage. Adjustable shelf included.",Double plated round shape door knobs in Chrome finish,Some assembly required. Hardware included. Tools not included. ,"Clear, diagramed assembly instructions included. ",Door magnet and hinges are pre-hung,Two adjustable shelves,"Recessed doors, curved crown top.",Anti fallout strap included,Shelf can hold up to 10 lbs.,,Engineer Wood,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,JMH-65678,848687043480,Broadway Wall Shelf with Open Shelf and Towel Rod,Broadway, 38.00 ,92.99,1,28,12,7,20,,,,,25,7,14,16.5,This Broadway Wall Shelf is a clean and simple wall shelf. Easy to assemble and set up.  Includes shelf and a towel rod. ,Double plated round shape door knobs in Chrome finish,Some assembly required. Hardware included. Tools not included. ,"Clear, diagramed assembly instructions included. ",Includes one open shelf and a towel rod. ,Shelf can hold up to 10 lbs. Rod can hold up to 5lbs.,,,,,Engineer Wood,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,JHM-65677,848687043473,Broadway Space Saver with Two Contemporary Style Doors and Open Shelf,Broadway, 95.00 ,231.99,1,38,18,11,62,,,,,25,8.25,64.25,55,"The Broadway Space Saving Cabinet is a perfect solution to a lack of storage space in your bathroom.   Features two large doors with magnet closure and an open shelf to put away towels, linens, and small toiletries.  Shutter style doors add a classic twist. ",Double plated round shape door knobs in Chrome finish,Some assembly required. Hardware included. Tools not included. ,"Clear, diagramed assembly instructions included. ",Door magnet and hinges are pre-hung,One adjustable interior shelf.,"Recessed doors, curved crown top.",Anti fallout strap included,Shelf can hold up to 10 lbs. Cubbies can hold up to 15lbs.,,Engineer Wood,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,JMH-66868,848687043831,Blanca Space Saver,Blanca, 79.00 ,192.99,1,18,40,9,37,,,,,22,7,62,31,"The Blanca Space Saver  combines minimalist design with a rich, inviting weathered wood finish. This Space Saver offers one open shelf and two doors with an interior adjustable shelf for your storage needs. Its straight line design brings a clean feel to any bathroom.  The wooden door handles add a warm touch; beautiful wood veneer enhance the beauty of the classic piece",Brushed door hinges,"Wood veneer, framed doors, crown molding, and adjustable shelves provide elegant bathroom storage","Inner shelves are adjustable, easy storage for tall objects",Surface mount; hardware included,,10 lb. per shelf with properly installed anchors,,,,MDF,Wipe clean using soft cloth with warm water.,Weather wood,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,JMH-67168,848687043855,"Blanca Floor Cabinet with One  Door, One  Drawerand Three Shelves",Blanca, 72.00 ,175.99,1,15,32,9,34,,,,,23,8,32.25,30.4,The Blanca Floor Storage Cabinet in a espresso finish  featuring crown molding on the top combines a traditional style and storage for any bathroom.  Its design offers plenty of storage with one door and one drawer with three open shelves making it easy to store items of different heights. The metal glider drawer allows for easy open and close operation. This sturdy cabinet comes with assembly hardware.,Brushed door hinges,"Framed doors, crown molding, and adjustable shelf provide elegant bathroom storage","Inner shelf is adjustable, easy storage for tall objects","Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",Hardware included,15 lb. per shelf,,,,MDF,Wipe clean using soft cloth with warm water.,Weather wood,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,JMH-69544,848687043848,Blanca Wall Cabinet with Two Doors,Blanca, 45.00 ,109.99,1,12,23,9,20,,,,,18,7,20,16.5,"The Blanca Wall Cabinet  combines minimalist design with a rich, inviting espresso finish.  It has two doors opening and up to two adjustable shelves for all your storage needs. Wooden door handles add a warm touch.",Brushed door hinges,"Wood veneer, framed doors, crown molding, and adjustable shelves provide elegant bathroom storage","Inner shelf is adjustable, easy storage for tall objects","Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",Hardware included,10 lb. per shelf with properly installed anchors,,,,MDF,Wipe clean using soft cloth with warm water.,Weather wood,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,JMH-69360,848687043862,Hayes Two Door Wall Cabinet with Adjustable Shelves,Hayes, 56.00 ,136.99,1,16,24,8,21,,,,,19,7,22,18.7,"The Hayes Wall Cabinet in a clean, white finish features an elegant crown molded top with two doors offering storage with style for your bathroom.  Includes two adjustable shelves.  Tempered glass-paneled doors decorated with cathedral style wire. Features metal knobs for easy opening.",Tempered glass enhances the safety. MDF shelf construction provides durability. Cathedral metal accents offer a  high-end classic look,"Brushed door hinges, handles and metal cathedral decor","Artistic metal design, crown molding, and adjustable shelves provide elegant bathroom storage","Inner shelves are adjustable, easy storage for tall objects",Surface mount; hardware included,10 lb. per shelf with properly installed anchors,,,,MDF,Wipe clean using soft cloth with warm water.,white,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,JMH-69564,848687043879,Hayes Two Door Floor Cabinet,Hayes, 90.00 ,219.99,1,15,34,11,40,,,,,24,11.25,31.25,36.8,"The Hayes Double Door Floor Cabinet in a white finish  offers storage with style for the bathroom.  Featuring an elegant crown molded top and adjustable shelf  helps make it easy to store items of different sizes. The tempered glass-paneled doors decorated with cathedral style wire, provides a looming view into the cabinet.  The cabinet features metal knobs for easy opening. This sturdy cabinet comes with assembly hardware.",Tempered glass enhances the safety. MDF shelf construction provides durability. Cathedral metal accents offer a  high-end classic look,"Brushed door hinges, handles and metal cathedral decor","Artistic metal design, crown molding, and adjustable shelves provide elegant bathroom storage","Inner shelves are adjustable, easy storage for tall objects.",Hardware included,15 lb. per shelf,,,,MDF,Wipe clean using soft cloth with warm water.,white,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,JMH-69661,848687043886,Hayes 1D1DR LT,Hayes, 94.00 ,229.99,1,16,42,10,48,,,,,15,12,48.75,44.4,The Hayes Linen Tower Storage Cabinet in a white finish  features an elegant crown molded top with one door and one drawer offering storage with style for your bathroom.  It also offers adjustable shelves making it easy to store items of different sizes. The metal glider drawer allows for easy open and close operation. The tempered glass-paneled doors decorated with Cathedral style wire providing a looming view into the cabinet.  It features metal handles for easy opening. This sturdy cabinet comes with assembly hardware.,Tempered glass enhances the safety. MDF shelf construction provides durability. Cathedral metal accents offer a  high-end classic look,"Brushed door hinges, handles and metal cathedral decor","Artistic metal design, crown molding, and adjustable shelves provide elegant bathroom storage","Inner shelves are adjustable, easy storage for tall objects. Metal drawer gliders provide ease of open/close operation",Hardware included,10 lb. per shelf with properly installed anchors,,,,MDF,Wipe clean using soft cloth with warm water.,white,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,JMH-69768,848687043893,Hayes with 1Dr/1Dw and shelves,Hayes, 94.00 ,229.99,1,19,32,13,59,,,,,15,15,55.25,54.3,"The Hayes Linen Tower Storage Cabinet in a white finish  features an elegant crown molded top combines a traditional style and storage for any bathroom.  Its design offers plenty of storage with one door and one drawer with adjustable shelves and two open shelves making it easy to store items of different heights. The metal glider drawer allows for easy open and close operation. The tempered glass-paneled doors decorated with cathedral style wire provide a looming view into the cabinet,  and features a metal handle for easy opening. This sturdy cabinet comes with assembly hardware.",Tempered glass enhances the safety. MDF shelf construction provides durability. Cathedral metal accents offer a  high-end classic look,"Brushed door hinges, handles and metal cathedral decor","Artistic metal design, crown molding, and adjustable shelves provide elegant bathroom storage","Inner shelves are adjustable, easy storage for tall objects. Metal drawer gliders provide ease of open/close operation",Hardware included,10 lb. per shelf with properly installed anchors,,,,MDF,Wipe clean using soft cloth with warm water.,white,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-621,674278016218,Toulouse Wall Cabinet with Cubbies,Toulouse, 57.00 ,129.99,1,16.5,24.75,8,27,,,,,7,20,24,22,"This Toulouse wall cabinet features a single door enclosing a compartment containing two glass shelves. On the right hand side are three cubby holes for extra storage. The hexagon shaped moldings on the door provides a wonderful accent to the simple, elegant cabinet.",Constructed of Engineered wood for lasting durability,Acrylic door pull add to the modern look,Hardware included. Tools not provided.,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",Door magnet and hinges are pre-hung,"Fixed shelves space: 10.25"" x 9.75""","Cubbies space: 9.375"" x 4.875""","Two adjustable shelves, two fixed shelves.  10 pounds capacility per shelf with properly installed anchors",Tempered glass shelved,Engineered Wood,Wipe clean using soft cloth with warm water.,White,"1 year free of manufacture defect only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-625,674278016256,Toulouse Double Door Floor Cabinet,Toulouse, 95.00 ,219.99,1,15.5,32,11.25,53,,,,,12.5,26,32,45,This Toulouse floor cabinet features two large glass shelves for your storage needs. The simple design of this cabinet is accented by the hexgon shaped moldings on the doors and the rounded feet of the cabinet.,Constructed of Engineered wood for lasting durability,Acrylic door pull add to the modern look,Hardware included. Tools not provided.,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",Door magnet and hinges are pre-hung,"Inside space: 22.4375"" x 10.4375""",,"Two adjustable shelves, 10 pounds capacility per shelf with properly installed anchors",Tempered glass shelved,Engineered Wood,Wipe clean using soft cloth with warm water.,White,"1 year free of manufacture defect only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,ELG-627,674278016270,Toulouse Linen Tower with Two Drawers,Toulouse, 189.50 ,429.99,1,18,41,8,45,18,39,8,45,14,18,60,77,"The Toulouse linen tower features three adjustable glass shelves on top and two spacious drawers on the bottom. The tower is supported by four round, removable feet and the two hexgon shaped moldings provides a wonderful accent to this simple, elegant unit.",Constructed of Engineered wood for lasting durability,Acrylic door pull add to the modern look,Hardware included. Tools not provided.,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",Door magnet and hinges are pre-hung,"Inside space: 14.4375"" x 11.9375""",two drawers,"Three adjustable shelves, 10 pounds capacility per shelf with properly installed anchors",Tempered glass shelved,Engineered Wood,Wipe clean using soft cloth with warm water.,White,"1 year free of manufacture defect only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,TYG-025420,848687051577,Logan Weathered Oak Wall Cabinet with Two Glass Doors,Logan, 48.00 ,116.99,1,11.25,21.25,8.5,17.6,,,,,18,7,20,15.4,The Logan Wall Cabinet with Two Doors  features a Weathered Oak finish with an elegant crown molded top offers storage with style for your bathroom.  Incudes one adjustable shelf.  Tempered glass-paneled doors provide a clear view into the cabinet.  It also features metal knobs for easy opening.  Some Assembly Required. Hardware included. ,"Constructed of MDF, shelf construction provides durability. Tempered glass enhances the safety.",Antique brass finished door hinges and handles gives this piece a classic look.,One adjustable inner shelf to easily accomadate different heights for different storage needs. ,Surface mount; hardware included.,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style.",Weight Capacity: 10 lb. per shelf with properly installed anchors.,,,,MDF,Wipe clean using soft cloth with warm water.,Weather wood,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,TYG-025422,848687051584,Logan Weathered Oak Floor Cabinet with Two Glass  Doors,Logan, 79.00 ,189.99,1,14.25,34,10.25,39,,,,,23.5,11,32.25,35.2,The Logan Double Door Floor Cabinet features a Weathered Oak finish that offers storage with style for the bathroom. Its elegant crown molded top and adjustable shelves helps make it easy to store items of different sizes. The tempered glass-paneled doors provides a clear view into the cabinet.  The cabinet features metal knobs for easy opening. Some Assembly Required. Hardware included. ,"Constructed of MDF, shelf construction provides durability. Tempered glass enhances the safety.",Antique brass finished door hinges and handles gives this piece a classic look.,Two adjustable inner shelves to easily accomadate different heights for different storage needs. ,Hardware included. Tools not provided.,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",A security nylon tape with wall anchor and screw are included to use to prevent tip over.,Weight Capacity: 15 lb. per shelf,,,MDF,Wipe clean using soft cloth with warm water.,Weather wood,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,TYG-025423,848687051591,Logan Weathered Oak Linen Multi-shelf Cabinet with One Glass Door and One Drawer. ,Logan, 85.00 ,209.99,1,15.5,42,9.5,46.5,,,,,15,12,48.75,43,The Logan Linen Tower Cabinet with One Door and One Drawer features a Weathered Oak finish with an elegant crown molded top offering storage with style for your bathroom.  It also offers adjustable shelves making it easy to store items of different sizes. The metal drawer glide allows for easy open and close operation. The tempered glass-paneled doors  provides a clear view into the cabinet.  It features metal handles for easy opening. Some Assembly Required. Hardware included.,"Constructed of MDF, shelf construction provides durability. Tempered glass enhances the safety.",Antique brass finished door hinges and handles gives this piece a classic look.,Three adjustable inner shelves for easy storage for tall objects.  Metal drawer gliders provide ease of open/close operation.,Hardware included. Tools not provided.,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",A security nylon tape with wall anchor and screw are included to use to prevent tip over.,Weight Capacity: 10 lb. per shelf with properly installed anchors,,,MDF,Wipe clean using soft cloth with warm water.,Weather wood,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,TYG-025424,848687051607,Logan Weatherd Oak Linen Cabinet with One Drawer and Three Open Shelves,Logan, 90.00 ,219.99,1,15.25,31.25,12,50.6,,,,,15,12,55.25,46.2,"The Logan Linen Tower Storage Cabinet with One Drawer and Three Open Shelves features a Weathered Oak finish.  Crown molding on the top combines a traditional style for any bathroom.  Its design offers plenty of storage with adjustable shelves, one drawer, and three open shelves making it easy to store items of different heights. The metal drawer glide allows for easy open and close operation. The tempered glass-paneled doors provides a clear view into the cabinet  and features a metal handle for easy opening. Some Assembly Required. Hardware included.","Constructed of MDF, shelf construction provides durability. Tempered glass enhances the safety.",Antique brass finished door hinges and handles gives this piece a classic look.,Three fixed open shelves and one adjustable inner shelf. Metal drawer glides provide ease of open/close operation,Hardware included. Tools not provided.,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",A security nylon tape with wall anchor and screw are included to use to prevent tip over.,Weight Capactiy: 10 lb. per shelf with properly installed anchors,,,MDF,Wipe clean using soft cloth with warm water.,Weather wood,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,TYG-628023,848687051164,Salem Space Saver Bathroom Cabinet with Two Doors and Open Shelf in White. ,Salem, 75.00 ,179.99,1,15.125,38.375,9,33,,,,,22,6.5,62,29,"The Salem Space Saver Bathroom Cabinet with Two Doors and an Open Shelf comes in a clean, white finish. This space saver blends old-world and contemporary styling for a charming look that complements any bathroom. The cabinet design offers ample storage. Features one open fixed shelf and one hidden adjustable shelf that is ideal for storing items of different sizes.  The crisscross accent on the door's glass panel and clear knob add a charming touch. Some Assembly Required. Hardware included.",Chrome finished hardware and clear door knob.,"Inner shelf is adjustable, easy storage for tall objects. One open shelf is fixed.",Hardware included. Tools not provided.,MDF construction offers durability,Door magnet and hinges are pre-hung.,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",Weight Capacity: 10 lb. per shelf with properly installed anchors,,,MDF,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,TYG-628120,848687051171,"Salem Wall Cabinet with Two Doors and Adjustable Shelf in White.
",Salem, 45.00 ,109.99,1,19.125,24.75,5.625,18,,,,,18,6.5,22,16,"The Salem Cabinet with Two Doors comes in a clean, white finish. This wall cabinet blends old-world and contemporary styling for a charming look that complements any bathroom. The cabinet design offers ample storage. The cabinet features one adjustable shelf that is ideal for storing items of different sizes. The crisscross accent on the door's glass panel and clear knob add a charming touch. Some Assembly Required. Hardware included.",Chrome finished hardware and clear door knob.,"One inner shelf is adjustable, easy storage for tall objects. ",Surface mount; hardware included.,MDF construction offers durability,Door magnet and hinges are pre-hung.,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",Weight Capacity: 10 lb. per shelf with properly installed anchors.,,,MDF,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,TYG-628324,848687051188,Salem Floor Cabinet with One Door and Two Shelves in White,Salem, 55.00 ,129.99,1,14.625,34.25,5.875,25,,,,,13.5,11,31,22,The Salem Floor Cabinet with One Door  comes in a white. This floor cabinet blends old-world and contemporary styling for a charming look that complements any bathroom. The cabinet design offers ample storage. The cabinet features one fixed and one adjustable shelf that are ideal for storing items of different sizes.  The crisscross accent on the door's glass panel and clear knob add a charming touch.  Some Assembly Required. Hardware included.,Chrome finished hardware and clear door knob.,"One inner shelf is adjustable, easy storage for tall objects. One shelf is fixed.",Hardware included. Tools not provided.,MDF construction offers durability,Door magnet and hinges are pre-hung,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",Weight Capacity: 15 lb. per shelf,,,MDF,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,TYG-628421,848687051195,Salem Floor Cabinet with Two Doors and Two Shelves in White,Salem, 82.00 ,199.99,1,13.5,31.625,8.125,36,,,,,23,11,31,33,"The Salem Floor Cabinet with Two Doors  comes in a clean, white finish. This floor cabinet blends old-world and contemporary styling for a charming look that complements any bathroom. The cabinet design offers ample storage. The cabinet features one fixed and one adjustable shelf that are ideal for storing items of different sizes.  The criss-cross accent on the door's glass panels and clear knobs add a charming touch.  Some Assembly Required. Hardware included.",Chrome finished hardware and clear door knob.,"Inner shelf is adjustable, easy storage for tall objects. One shelf is fixed.",Hardware included. Tools not provided.,MDF construction offers durability.,Door magnet and hinges are pre-hung.,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",Weight Capacity: 15 lb. per shelf,,,MDF,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
Bathroom Furnitures,TYG-720620,848687051201,Denali Floor Cabinet with Two Doors and Adjustable Shelves in White. ,Denali, 80.00 ,194.99,1,13.5,33.375,9,35,,,,,23.5,11,31,30,The Denali Double Floor Cabinet has an elegant crown molded top with two doors  that offers storage with style for your bathroom.  Functional with two adjustable interior shelves.  Arched decorative skirt on bottom front and sides offers architectural elegance.  It also features chrome finished knobs for easy opening. Some Assembly Required. Hardware included.,"Cabinet finished in a clean, white with chrome finished door knobs","Inner shelves are adjustable, easy storage for tall objects",,Hardware included,Door magnet and hinges are pre-hung,"Assembly instructions offered in three languages: English, Spanish & French with a clear diagram style",Weight Capacity: 15 lb. per shelf,,,MDF,Wipe clean using soft cloth with warm water.,White,"1 Year Limited Maufacturer Defect Only, free replacement parts to cover those defects",Yes,,,,,,,,,
